Ticker,Weight
SGOV,0.3837647965994933
ULTY,0.15873294984277744
RDDT,0.14693477817218883
GOOGL,0.09792158366325186
META,0.09051718240120131
ASTS,0.07342469060828544
QQQM,0.048704018712801986
BRK/B,0.0
HOOD,0.0
INTU,0.0
NBIS,0.0
SHOP,0.0
SNOW,0.0
TQQQ,0.0
