Date,QQQ,ASTS,BRK/B,CBOE,COIN,DDOG,GOOGL,HOOD,INTU,JEPQ,MDB,MELI,META,MSFT,MSTR,NBIS,NET,PATH,PLTR,QQQM,RDDT,SGOV,SHOP,SMCI,SNAP,SNOW,TQQQ,ULTY,WIX,XYZ
2023-09-01,372.8974609375,3.990000009536743,362.4599914550781,149.90283203125,77.98999786376953,97.7300033569336,134.85125732421875,11.109999656677246,542.7940063476562,40.278018951416016,392.8800048828125,1421.6400146484375,294.7629089355469,324.3128662109375,35.14799880981445,,63.9900016784668,15.890000343322754,15.180000305175781,153.28941345214844,,91.75574493408203,66.70999908447266,28.215999603271484,10.4399995803833,157.0800018310547,41.13918685913086,,97.45999908447266,58.16999816894531
2023-09-05,373.37152099609375,3.880000114440918,360.4700012207031,148.54696655273438,77.5,98.0,134.96058654785156,10.819999694824219,543.7618408203125,40.31950378417969,394.1300048828125,1435.050048828125,298.5123291015625,329.1382141113281,34.92499923706055,,65.30999755859375,16.18000030517578,15.210000038146973,153.46701049804688,,91.76488494873047,65.80000305175781,28.027999877929688,10.460000038146973,159.3800048828125,41.24619674682617,,95.2300033569336,58.7400016784668
2023-09-06,370.0828857421875,3.9000000953674316,361.6700134277344,149.52398681640625,78.04000091552734,97.66000366210938,133.65841674804688,10.789999961853027,544.1273193359375,40.12868881225586,382.260009765625,1425.969970703125,297.5377197265625,328.4770812988281,35.06999969482422,,63.9900016784668,16.219999313354492,15.300000190734863,152.1646728515625,,91.78317260742188,65.81999969482422,27.402999877929688,9.630000114440918,157.49000549316406,40.15666580200195,,96.87999725341797,57.63999938964844
2023-09-07,367.43621826171875,3.799999952316284,361.79998779296875,153.0930938720703,81.79000091552734,96.68000030517578,134.45362854003906,10.739999771118164,546.7543334960938,39.98765563964844,377.5400085449219,1436.3499755859375,297.0404357910156,325.54638671875,35.30699920654297,,63.529998779296875,18.079999923706055,15.210000038146973,151.01034545898438,,91.82894897460938,64.77999877929688,26.74799919128418,9.720000267028809,159.83999633789062,39.28116226196289,,94.4000015258789,56.040000915527344
2023-09-08,367.94970703125,3.8399999141693115,363.1499938964844,152.59461975097656,82.08999633789062,97.66000366210938,135.5669403076172,10.739999771118164,543.7421875,40.012542724609375,377.2900085449219,1428.18994140625,296.2646789550781,329.8487243652344,35.62799835205078,,62.68000030517578,18.479999542236328,15.130000114440918,151.22740173339844,,91.83808898925781,63.0099983215332,28.06599998474121,9.390000343322754,165.9499969482422,39.39789962768555,,93.06999969482422,53.08000183105469
2023-09-11,372.2851867675781,3.890000104904175,365.5199890136719,154.14987182617188,80.62000274658203,101.87999725341797,136.10374450683594,10.84000015258789,542.497802734375,40.34438705444336,394.2799987792969,1422.9300537109375,305.8819274902344,333.4701843261719,34.268001556396484,,65.45999908447266,19.18000030517578,15.789999961853027,153.03289794921875,,91.84725952148438,64.55999755859375,27.73200035095215,9.4399995803833,170.1699981689453,40.74033737182617,,94.68000030517578,53.939998626708984
2023-09-12,368.1571044921875,4.050000190734863,367.7799987792969,152.69432067871094,81.31999969482422,98.22000122070312,134.5331573486328,10.800000190734863,539.2385864257812,40.05402755737305,374.57000732421875,1399.1400146484375,300.01409912109375,327.38177490234375,34.7760009765625,,64.83000183105469,18.670000076293945,15.59000015258789,151.33595275878906,,91.85638427734375,62.93000030517578,26.76799964904785,9.579999923706055,166.8300018310547,39.43680953979492,,94.94999694824219,54.33000183105469
2023-09-13,369.5594177246094,4.019999980926514,367.82000732421875,151.15899658203125,79.86000061035156,97.4800033569336,135.89500427246094,10.619999885559082,535.23876953125,40.211647033691406,371.3399963378906,1397.4599609375,303.3955383300781,331.61505126953125,34.183998107910156,,64.45999908447266,18.15999984741211,15.600000381469727,151.92791748046875,,91.88385009765625,62.619998931884766,27.09600067138672,9.289999961853027,165.33999633789062,39.8259162902832,,92.76000213623047,54.150001525878906
2023-09-14,372.5814208984375,3.8399999141693115,369.5,150.18197631835938,83.44999694824219,97.51000213623047,137.27671813964844,10.569999694824219,540.8187866210938,40.41905212402344,365.9200134277344,1383.4300537109375,310.01922607421875,334.2200927734375,34.63999938964844,,65.58000183105469,17.75,15.829999923706055,153.15130615234375,,91.91130065917969,63.400001525878906,27.07699966430664,9.15999984741211,162.97999572753906,40.75979995727539,,93.6500015258789,53.849998474121094
2023-09-15,366.20172119140625,3.8399999141693115,367.8599853515625,148.80616760253906,82.1500015258789,94.55000305175781,136.58087158203125,10.670000076293945,531.4166870117188,39.995948791503906,362.1300048828125,1396.6600341796875,298.6714782714844,325.852294921875,34.077999114990234,,62.7599983215332,17.559999465942383,15.329999923706055,150.45787048339844,,91.92961120605469,62.380001068115234,24.926000595092773,9.15999984741211,162.41000366210938,38.66830825805664,,95.31999969482422,52.83000183105469
