Date,ASTS,QQQ,GOOGL,HOOD,INTU,META,NBIS,QQQM,RDDT,SGOV,SHOP,SNOW,TQQQ,ULTY,SPY
2020-07-20,0.006910137614354994,0.02837094315526123,0.030978797386851165,0.02050813378359151,0.03266850600317017,0.014006536235664502,0.03061113294485196,0.02837094315526123,0.03060608966824674,0.0,0.08755238103223406,0.05589602022468099,0.08512153854152604,0.02837094315526123,0.008081531701277234
2020-07-21,0.005882394190066309,-0.010420998392456027,-0.005064644721999634,-0.007082289466343594,-0.002811708106877364,-0.014954029390932377,-0.007975589956804807,-0.010420998392456027,-0.009875510735575688,0.0,-0.05603389860998376,-0.014875172727311758,-0.03197089428104105,-0.010420998392456027,0.0021274770246730856
2020-07-22,0.003898631672583086,0.0035228650524714578,0.005739394304725254,-0.00336434810699493,-0.004834311231420085,-0.007776601008168904,-0.003790751841138751,0.0035228650524714578,-0.014589452729198427,0.0,0.004722821397152188,-0.0045373781846616,0.01157636163424347,0.0035228650524714578,0.00569201886058579
2020-07-23,0.0,-0.026119775683054236,-0.030737683610642885,-0.01826316254539495,-0.01649576981020362,-0.03030807358848131,-0.03622241612052224,-0.026119775683054236,-0.03707736544392615,0.0,-0.03020900044278274,-0.0463924376988758,-0.07834049839426194,-0.026119775683054236,-0.011931571772579086
2020-07-24,-0.00970877472018683,-0.009495811769337448,-0.005630450786232921,-0.013336767897664914,-0.009844092097509693,-0.00812545653171648,-0.018818997770584378,-0.009495811769337448,-0.001762089964543967,0.0,0.0015079478301001092,-0.008419596986871891,-0.029581037401385957,-0.009495811769337448,-0.006440564923520853
2020-07-27,0.0009804146145917514,0.017843162103145627,0.014069624478895149,0.0028476573216764667,0.025876565746889568,0.012093049052104732,0.046241925109088866,0.017843162103145627,0.01889742803267236,0.0,0.05009622385967716,0.01859828339039815,0.053721003539251244,0.017843162103145627,0.007292501887066205
2020-07-28,0.008814902277338721,-0.012725132025502628,-0.01685589367129159,-0.007565981626225904,0.0021948629595531788,-0.014475434687176936,0.003761558015142219,-0.012725132025502628,-0.015165402405410311,0.0,0.00881819827705499,-0.014900328995941625,-0.03758933964091982,-0.012725132025502628,-0.006342297484233539
2020-07-29,-0.00970877472018683,0.011525871088448936,0.013207699722344035,0.015195917251919377,0.01812655199258706,0.013775314508923664,0.03271646532576433,0.011525871088448936,0.013355683191727419,4.977995947919034e-05,0.06963452953977622,0.048516441923663445,0.03404771363054615,0.011525871088448936,0.01229878418398278
2020-07-30,-0.0024509430389955122,0.005235389266689872,0.009753902059566943,-0.005641541560229335,0.0058244325645957495,0.005186882381100544,0.0506085385914572,0.005235389266689872,0.0008022776259704045,-4.97774815580998e-05,-0.004508380573969628,0.04194956566820873,0.016238976483879286,0.005235389266689872,-0.0035680521725560688
2020-07-31,0.0004914117294534392,0.01784558904236211,-0.03277498818071645,0.01484527384686829,0.007995306519383849,0.08174843248077024,0.01344698935084998,0.01784558904236211,-0.023440299562582978,4.977995947919034e-05,-0.023683317723058872,0.00526540858396829,0.05394191366743195,0.01784558904236211,0.00790192207766971
2020-08-03,0.0004911703625760655,0.013507154003997934,-0.003487978030174421,0.003182194288547713,0.0173971215800508,-0.006741094749287413,0.017040493483037045,0.013507154003997934,-0.017891180142087015,1.0566798716693526e-05,0.05766600284478063,-0.009178445718357575,0.03727595318283994,0.013507154003997934,0.006952334520696768
2020-08-04,0.0014726940628837504,0.003712205220700593,-0.006379946756995825,-0.0005979191343902235,-0.0034010567955371496,-0.008453719523939252,-0.0036333222609040705,0.003712205220700593,0.0024495156898416415,0.0,-0.0028161239491839574,-0.018495083485787434,0.013001654186023393,0.003712205220700593,0.003862766233063253
2020-08-05,0.0,0.002477661411225629,0.003929730987893398,0.005934080965602773,0.0009981434956713997,-0.002841951869518189,0.006443024815091514,0.002477661411225629,0.0020320838615295322,0.0,0.013564780906394569,0.008142639565919207,0.007971934812181392,0.002477661411225629,0.0062111603874357435
2020-08-06,0.0,0.013245151363717067,0.01748385540043018,0.0019256496278403645,0.00411659069491721,0.06486837364701525,-0.026001387877938043,0.013245151363717067,0.007990810195916298,0.0,-0.005956176126284518,-0.018470007909892505,0.03827908475506514,0.013245151363717067,0.00668421992762247
2020-08-07,-0.004901979575474669,-0.011542285323517198,-0.004372074293439332,0.004235220624192904,-0.00896809883686811,0.011911835689979222,-0.024257158074959317,-0.011542285323517198,-0.00019716455889484674,4.9340315613877195e-05,-0.03217452846791313,-0.07387013268908482,-0.032678283950495324,-0.011542285323517198,0.0007178918390020606
2020-08-10,-0.006896521916752052,-0.00427311640089012,-0.0010346087326754683,-0.012237672472482308,-0.01696661242094144,-0.02026520052929459,-0.060436946885762066,-0.00427311640089012,0.004935997680063808,-4.9337881267264017e-05,-0.045161015496556156,-0.02897726716923199,-0.013465686746453653,-0.00427311640089012,0.002988825261382555
2020-08-11,-0.001984077801659545,-0.018941298658174954,-0.010876437366572511,0.003235193099273559,-0.01637178021603991,-0.026121627173049333,0.019226935141646972,-0.018941298658174954,-0.013196019938105263,0.0,-0.033384405370651904,-0.00490315972652855,-0.05675281376367447,-0.018941298658174954,-0.008254404390315995
2020-08-12,0.0,0.025152012317418038,0.018034069803054775,0.008611654748683195,0.01854924302818195,0.014680171516359142,-0.010613078885501337,0.025152012317418038,0.016347171303144892,4.9340315613877195e-05,0.019557824931375922,0.019282042097413576,0.07480752584659656,0.025152012317418038,0.013942161435356537
2020-08-13,0.003976139183357041,0.0022804810153740362,0.006243124909040887,-0.0007628540902318015,0.0064316313056271834,0.005425159971909066,-0.00035448753816635925,0.0022804810153740362,0.005006962858895347,0.0,0.008980821426358032,0.026022932840680912,0.007007289560231333,0.0022804810153740362,-0.0018076671662332622
2020-08-14,-0.003960392113094846,-0.00117449693457794,-0.007925498331926795,0.009261320945358031,-0.0038145858321337878,-0.00022946227500453276,-0.006496798965739847,-0.00117449693457794,-0.008389966094876078,5.01237944201538e-05,-0.012001169855780147,-0.0041385129603142,-0.0028929345538782902,-0.00117449693457794,2.9677982216425036e-05
2020-08-17,-0.001988116990996547,0.011610741541022485,0.0077164190494223295,0.01255415687795347,0.008083805275105549,-0.00030633314410688506,0.02716486054769085,0.011610741541022485,0.006850243423638158,0.0,0.025366906375923426,0.025302795023717906,0.033011828485894235,0.011610741541022485,0.003176714781843115
2020-08-18,-0.000996038737035021,0.009625293648963584,0.026077610818507235,0.007254202413076838,0.00288996156225374,0.0045183884993993395,0.0037197471116932057,0.009625293648963584,0.018566036904974936,-5.012128215131639e-05,0.011599698698560701,0.014249478377250657,0.029376200444764633,0.009625293648963584,0.0021603440255473227
2020-08-19,0.0029910954580474325,-0.006727243249183501,-0.007179845717528721,-0.008891806454465856,0.005341149799287681,0.0009529262391578808,-0.015322433630337251,-0.006727243249183501,-0.0033397037605478186,7.038288902894152e-05,-0.01522379549699615,0.003190766272279877,-0.019541431219903482,-0.006727243249183501,-0.004163874023018321
