Date,SNAP,GOOGL,PLTR,HOOD
2021-07-30,-0.00667378553417064,-0.007740525580635538,-0.02119031624149481,0.009477364559073775
2021-08-02,-0.012362243907299897,0.0009501187107188169,0.017964132355767992,0.07197720254533091
2021-08-03,-0.0016326904296875,0.005750621760366448,0.0063348139018957195,0.24203818625319995
2021-08-04,0.04796953399036785,-0.0037197007534357507,0.002697817741001085,0.5040598405375005
2021-08-05,0.00546161457232186,0.008333038919133617,0.009865525929593,-0.2758914382346368
2021-08-06,-0.017330526942310964,-0.003765260707210172,-0.031083514596383144,0.07926225238521489
2021-08-09,0.028560122046207947,0.00865276356018807,0.05087078945353318,0.033084958463070135
2021-08-10,-0.030070357367080858,-0.0007741692732047278,-0.0004361198756538398,-0.050853477234386824
2021-08-11,0.00963055010750602,-0.0038592588495066638,-0.02486909655003744,-0.05098257452751043
2021-08-12,-0.016594755825475982,0.006713946414133476,0.11364648612196948,-0.06036335681743199
2021-08-13,-0.0085038449572451,0.003888764072098594,0.000401776983811164,0.052598808196539615
2021-08-16,-0.029214690765682616,0.004225672347112797,-0.01606424195414846,-0.06794395356180682
2021-08-17,-0.008696919679455961,-0.011915366272099659,-0.02163268108757177,-0.011019293767670413
2021-08-18,0.002088866884538021,-0.008872211090960258,0.054651706750828755,0.0670666636151267
2021-08-19,-0.0152862491400233,0.0017054882746405653,-0.044303829462514766,-0.10261045559512305
2021-08-20,0.02624894996232685,0.012894342801124337,-0.00620859352142511,-0.04587154397081061
2021-08-23,0.038228805454219694,0.01900604799323391,0.033735920792205,0.06214825431076898
2021-08-24,-0.011523215186517,0.008711673710732226,0.011281252622412197,0.09030691256148038
2021-08-25,0.0008040357791321284,0.005787108600543656,-0.02988047763352597,-0.008100476250033739
2021-08-26,-0.04123713656952854,-0.004493841091063211,0.021355254604406015,-0.043282951239243084
2021-08-27,0.021086470093008014,0.018124012053154948,0.033775561596046666,0.00021336580031960928
2021-08-30,0.019009837765814552,0.004072940480960741,0.001944813154014291,-0.06891400929900637
2021-08-31,0.021473606606476014,0.0007398566701544151,0.022515524788534913,0.01558204204139102
2021-09-01,-0.025489455076188716,0.003580066581366781,-0.005315086895877785,0.0056407942626677254
2021-09-02,-0.0033706351108510058,-0.013280292360298596,0.01183204034027674,-0.0017948848307196563
2021-09-03,0.015692690622883587,0.0031579708553506336,0.004903778183485974,-0.025623806728185983
2021-09-07,0.01877991473531959,0.0037637950553575106,0.0022523038538180273,-0.028142963066865367
2021-09-08,-0.03085371520802993,-0.004085880953447418,-0.041947595776401614,-0.049371036751026165
2021-09-09,0.006610083789548193,-0.0010438218215059747,0.021501143029748038,0.03071159964213277
2021-09-10,-0.0016081846980035008,-0.018566205918454703,0.005740586708633755,-0.0026647435466188307
2021-09-13,-0.04348990421167154,0.010338974758562047,-0.017123316255015397,-0.01384502599405435
2021-09-14,0.0007015916483934515,0.0014893833176559124,0.01664732119418777,-0.014285665964424044
2021-09-15,0.032393847525940656,0.013223952693185437,0.03122618764954721,0.046226847900052936
2021-09-16,-0.015484913707115577,-0.005673987711426132,0.057237785872505276,0.0019107196822440997
2021-09-17,0.0314569353435159,-0.019566850233931454,0.002794269160010465,0.010250305062107667
2021-09-20,-0.04052967753766912,-0.014776299354404276,-0.07523510680222589,-0.03964134645668371
2021-09-21,0.06078339295847224,0.002259950399051691,0.0026365952611833166,0.03906634208311144
2021-09-22,0.032987281601176255,0.008994024409134438,0.030428228414951075,0.10853629825537814
2021-09-23,0.009796492206223917,0.006647474523211905,0.04885162733064363,-0.020051246160179392
2021-09-24,0.0471210499476844,0.007074252146217042,-0.007299304431002129,-0.02242052264011274
2021-09-27,-0.03645769169828983,-0.00803701040051319,-0.03816527216282717,-0.0033400473477745996
2021-09-28,-0.07067936479385106,-0.0371584710156353,-0.07753910498756755,-0.003127779153224153
2021-09-29,-0.03574302738729218,-0.010870088508056486,-0.03235989304997988,-0.03339305018908911
2021-09-30,0.029403575077184385,-0.005042787774921398,-0.019575837409266716,-0.024344985185654977
2021-10-01,0.01868142956691332,0.021447429327417833,0.01206318623687741,-0.004277573606067286
2021-10-04,-0.05342188229988576,-0.021117835760783854,-0.04767775795518425,-0.02315038628588162
2021-10-05,0.03060508497032921,0.01768288614286262,0.0017263274944756546,0.026386464898727313
2021-10-06,-0.003814281361164573,0.011336425219034885,0.015941441354081265,0.0011902655023954267
2021-10-07,0.043074000330714846,0.012067111269116637,0.006361306998117211,-0.005230651771752637
2021-10-08,-0.016780267432886742,0.0040257529998271036,-0.009692353420696853,-0.0014340672340390492
2021-10-11,-0.019600016276041687,-0.006234647420942374,0.0012766249636386728,0.006941142269038192
2021-10-12,0.023527857822033482,-0.017744773964445293,0.006799823320996268,-0.03660567926547442
2021-10-13,-0.004119122763604599,0.008303398432063958,0.01857317926508384,-0.0002466894111605722
2021-10-14,0.022548399068959446,0.025941054266402697,0.009117332298163916,0.010118456139690313
2021-10-15,0.009133571944374808,0.0015370854211242957,-0.014373732073371004,0.002443158401551404
2021-10-18,-0.019911990678209257,0.009974092940747026,0.010833342870076423,-0.00926144929864603
2021-10-19,0.008311309077227769,0.003215029272742642,0.017724662041175954,0.02583023856449529
2021-10-20,-0.010205400708915735,-0.010248928891284148,-0.019036096012019166,0.0031175315524398783
2021-10-21,-0.007138148111505593,0.0008252861973860881,0.023121444639440547,-0.013148530425104776
2021-10-22,-0.2658767282442398,-0.03044344137737487,-0.014124308788189377,-0.04093989042355706
2021-10-25,-0.01160680806551817,-0.0008685744432682663,0.04011459394164252,-0.014650210376843664
2021-10-26,0.01633026403024651,0.013543291750181208,0.004329028375132715,0.014355329335707712
2021-10-27,-0.060841288482024525,0.049594977308724086,-0.01802511691105191,-0.10437202678713797
2021-10-28,0.04555937929698839,-0.002520213622906331,0.023144450760834934,0.0008465743554382232
2021-10-29,-0.033278131621715556,0.015063500795726714,0.009360365711048368,-0.014096419024315132
2021-11-01,0.026626049114261807,-0.03072704331722298,0.026275128563630012,-0.0034315911464991578
2021-11-02,-0.032975153656756295,0.013488117547058032,-0.024096363046584468,0.004017308765441374
2021-11-03,0.014176204079577426,0.008014255070299514,0.007716078794396619,0.058588143433046413
2021-11-04,-0.01284473598064495,0.011388171857009466,0.013399634872728772,0.0008099022288170499
2021-11-05,0.017412932962861394,0.003942361737546252,-0.017755924652305133,-0.001618596541272499
2021-11-08,0.03253720926294901,0.0012023293778185007,0.028846153846153744,0.026209166838539355
2021-11-09,-0.0014572282118603397,-0.0007547893537208639,-0.09345794392523366,-0.033701916659409914
2021-11-10,-0.03538851947297894,-0.020313068059353845,-0.07134018730871461,-0.06021795745313352
2021-11-11,0.007753400891274298,-0.0008705554352004263,0.020870306563091745,-0.009278152912392423
2021-11-12,0.007693748177299176,0.019973666815395807,-0.006959541061549501,0.030436083443297512
2021-11-15,0.034078174866998934,-0.0015200802257107071,0.025405165380828487,-0.007100255793822119
2021-11-16,-0.007563446392545248,-0.003879970426897028,-0.011960729964569428,-0.031178494883657204
2021-11-17,-0.009980025965690809,0.0011561825298516126,-0.027669667655414898,-0.0292293444047782
2021-11-18,-0.019978008158949234,0.0121011160171558,-0.04401955452171813,-0.07147202874481029
2021-11-19,-0.040209490869554054,-0.006086704861813619,-0.0041860536087391376,-0.05044221686509731
2021-11-22,-0.0401403231788946,-0.017622804532037684,-0.03549744205036509,-0.03966883848257152
2021-11-23,0.028623627597562207,-0.0035543386465498594,-0.0029055431985840485,-0.006824731789376592
2021-11-24,-0.019932866746227962,0.002318729545538023,0.025255000189901233,0.011934897947879053
2021-11-26,0.0020136623928384,-0.02694370604069829,-0.003789669417007313,-0.0021443697971407216
2021-11-29,-0.018287778900874962,0.023543614428590542,0.001901997473738204,-0.03044413965426296
2021-11-30,-0.025383785107515155,-0.02496364164905529,-0.01993355872696656,-0.041743597100322716
2021-12-01,-0.0073514447454609,-0.005962273515551786,-0.06150123395760443,-0.07748651455279776
2021-12-02,0.01375373569538918,0.013573092235126039,0.015995943586963213,0.011282927468466264
2021-12-03,-0.023377143298932035,-0.006746290329490479,-0.036058962547675266,-0.1095041918319768
2021-12-06,0.024150400327155763,0.008123141836034353,-0.009483683325451353,0.016241317580550696
2021-12-07,0.05175299356628038,0.028741535915768113,0.03510637628702917,0.03789954055541478
2021-12-08,0.05992056650069211,0.006226654475607329,0.01849951836014263,0.043554764234753796
2021-12-09,-0.019842710500315164,-0.0036978744007191144,-0.03077702420504369,-0.07630689369047927
2021-12-10,-0.02941178184827764,0.002458422558805573,-0.014055104803897489,-0.08124147416896266
2021-12-13,-0.05273514996594397,-0.01469548470217752,-0.02851113517955406,-0.021361073807952047
2021-12-14,-0.026796861900350022,-0.01316296265028949,0.013043466092057088,-0.028934090360299147
2021-12-15,-0.009391646553671307,0.017608251680610643,0.01180264098212902,0.019341393385537975
2021-12-16,-0.036845487827942947,-0.013629853685677928,-0.027571603443017012,-0.06974362104366982
2021-12-17,0.013199108333730836,-0.0188306735673327,0.039258413705786976,0.052921776412468535
2021-12-20,-0.019209598785496107,-0.0008326908717454229,-0.05771250851477083,-0.0560209253117242
2021-12-21,0.037820809870052985,0.013173832497021642,0.0523385624707684,0.04991678226595342
2021-12-22,0.014533666069830753,0.020509045093493716,-0.001058225299859883,-0.029054470974245072
2021-12-23,0.040838140447250204,0.0034254718476600665,0.0026483658173610536,0.02829164752486224
2021-12-27,-0.0008217114888368071,0.006738431964907088,0.0005282741004024594,-0.024338576389263844
2021-12-28,-0.019120072303572155,-0.00824510498459119,-0.019535418627262935,-0.053687621607694136
