Date,WIX,PLTR,MELI
2020-10-01,0.05728862371533694,-0.004210522300318709,0.03035620606797096
2020-10-02,-0.05893488277377079,-0.027484167847082297,-0.03228612877611736
2020-10-05,0.05655241520561716,-0.01847826954547782,0.01042313329384692
2020-10-06,-0.009443465136478202,0.09634550512581486,0.0007427778121655848
2020-10-07,0.06191119290632496,0.010101049022522401,0.04912083181266014
2020-10-08,-0.00759371260565167,0.0,0.01342357652156112
2020-10-09,0.04344403515975759,-0.00500001907348635,0.03401498734818542
2020-10-12,-0.004317763463781654,-0.0060300971952294,0.013260130211457
2020-10-13,0.017483539140033644,-0.042467144763802644,0.043939990907104765
2020-10-14,-0.026958465788809782,-0.013727572415550227,-0.02400788839824719
2020-10-15,-0.014495822411403125,0.06102780358802096,0.015492099970140227
2020-10-16,-0.02518523685515872,-0.020181615776448725,0.010724300278466936
2020-10-19,0.007019838414517032,-0.014418160944669856,0.009965583772477471
2020-10-20,0.001257657631577036,-0.03134788366010055,0.03863555427363474
2020-10-21,-0.025515828125959983,-0.007551310144748635,-0.02589117797033924
2020-10-22,-0.027178333396832066,0.05217396802848251,-0.0037025229004574722
2020-10-23,0.029186823698488684,-0.019628153725989694,0.013783367815488168
2020-10-26,-0.022731426000568433,0.04847208105809808,-0.02341184914433292
2020-10-27,0.008694333762532924,0.1005025144893803,0.0008038061430679644
2020-10-28,-0.019141809264225706,-0.009132367994271307,-0.006924142541867018
2020-10-29,0.004641082068568725,-0.009216624696208542,0.021506148276533965
2020-10-30,-0.06350103845741839,-0.057674407958984375,-0.06681880808750318
2020-11-02,0.023936592243362753,0.04047382455876081,0.0014908252960283974
2020-11-03,-0.03313062394430766,-0.003795062808140126,0.01489479509955749
2020-11-04,0.08682858369649682,0.02095240638369611,0.06622525073001606
2020-11-05,0.04513175163178618,0.1082089382945155,0.09281070226269272
2020-11-06,0.029375857799407434,0.16414139650510484,0.0334260223197298
2020-11-09,-0.11278775919927098,0.0607375384831379,-0.10441092443291722
2020-11-10,-0.038700794610451505,-0.04567144327263062,-0.07867165422559486
2020-11-11,0.1048859434099334,0.14000000272478386,0.06399513801672252
2020-11-12,-0.05452587857379354,-0.08646617237734933,-0.006508283158883854
2020-11-13,-0.042380572027201246,0.08367628761404688,0.0043673103238328626
2020-11-16,-0.011545042695687013,0.008227855245036553,-0.011792614955418168
2020-11-17,0.0315192202344281,0.12052730944833212,0.011272554313889183
2020-11-18,-0.003533446585140654,0.0028010776466118603,0.013283958801212803
2020-11-19,0.036950470389667034,0.060335192554307415,0.039610409275302905
2020-11-20,-0.002603493120737266,-0.04373023939537246,0.03407278679306702
2020-11-23,-0.03140223787634666,0.15922872494424278,0.024545007047736656
2020-11-24,-0.004746421832079628,0.1321292137989052,-0.008603284312488912
2020-11-25,0.013539207867597991,0.21956337570284434,0.02854201768835507
2020-11-27,0.031262446670598854,-0.047848517251427136,0.02233920714326887
2020-11-30,-0.012334709232210694,-0.01988428199908343,0.026363889263276707
2020-12-01,-0.022315300127958015,-0.05311694952554791,-0.020388406050855234
2020-12-02,0.006446965274079952,-0.12310088967745447,0.0007885803299827465
2020-12-03,0.008315414849775493,0.06752556385199004,0.024611573505950002
2020-12-04,0.00947010703008555,-0.007490649189861087,-0.0018969974507727638
2020-12-07,0.004299694472319926,0.21341719375998713,0.011699116879631433
2020-12-08,-0.022418536842852888,-0.012094000518688142,0.02556488316896277
2020-12-09,-0.01154594066817538,-0.0685554732899809,-0.04910015940575141
2020-12-10,0.09469526766123204,0.015396236112721562,0.03448005201418325
2020-12-11,-0.019758610425001488,0.005917153919925866,0.010764246528085941
2020-12-14,-0.020532266602273586,0.0014705517300281912,0.007114303651867271
2020-12-15,0.0,-0.029735663463595352,0.03147592165700441
2020-12-16,0.026711125758758447,-0.019296262693646815,0.00032956987839560803
2020-12-17,0.00798769774031416,0.05054010270395359,0.006259179730569997
2020-12-18,0.01259035203759784,-0.04627250275665462,0.026006145114273682
2020-12-21,-0.013969673262719029,0.09780519763900042,-0.014962196149439833
2020-12-22,0.009494483226028194,-0.01648541948724236,0.02031933735539604
2020-12-23,-0.01197696365180334,0.0231811553961232,-0.036008060745762016
2020-12-24,-0.006804694984214099,-0.03276404728336457,0.01225739401765491
2020-12-28,-0.0538001124957197,-0.07639642663904134,-0.0158298294418161
2020-12-29,0.0044316479836608025,-0.03784624834632566,0.005872394214947674
2020-12-30,0.011936177689360727,0.01784268194566896,0.023573461091541903
2020-12-31,-0.02693864075603003,-0.06175303270327759,-0.022020603169635056
2021-01-04,0.012761990306188409,-0.007643244316708375,-0.02102408717605153
2021-01-05,0.02409641023341269,0.05263155746966919,0.0060975609756097615
2021-01-06,-0.04393442387521096,-0.04308940851646659,-0.04728486032196966
2021-01-07,0.018639534841486505,0.062022048754875714,0.01653328322070946
2021-01-08,0.043765855666768605,0.008000030517578027,0.07573986465066085
2021-01-11,0.009790105810406624,0.028968234926004754,0.02475279163939792
2021-01-12,-0.0198414154670723,0.009641341961345695,0.02755523013636707
2021-01-13,-0.02806422743652448,-0.025974037328080013,-0.00657427235041852
2021-01-14,-0.01972308827400171,-0.02274509504729627,0.030219325911771566
2021-01-15,-0.02909338009478002,0.028892428216299226,-0.00040485173688908915
2021-01-19,0.035477443641831696,0.03822158630708139,0.033173449690971246
2021-01-20,0.007124554936710492,-0.010518432675360123,0.037178358013543855
2021-01-21,-0.010730454656374677,-0.013667449060974723,-0.02224922401127527
2021-01-22,0.0022899217757179624,0.2540416630142188,0.012813233844443328
2021-01-25,0.021283407918876396,0.11203184487554352,-0.04328136521451209
2021-01-26,-0.032103641430917484,-0.02373725148268324,-0.03843617540724731
2021-01-27,-0.008596201277922044,0.10262938020173129,-0.04925489259711291
2021-01-28,0.015296545984311072,-0.0856410295535357,0.0733286977816825
2021-01-29,-0.004793757714604219,-0.013460447119748475,-0.035354751857262334
2021-02-01,0.052378008592480096,-0.03467882916770848,0.06590579915440964
2021-02-02,0.06565640203621115,-0.08657240005796185,0.006959099794935142
2021-02-03,0.002021214045796471,0.0238555693165039,-0.0206650144267414
2021-02-04,0.002593477535359767,0.009130951073325067,0.012205138579809871
2021-02-05,-0.004347170622253094,0.062402497585314354,0.01308792860084207
2021-02-08,0.018330698526901612,0.05873715256425527,-0.00898791541266164
2021-02-09,0.004606563728817514,0.05880718382111194,-0.01204173543553011
2021-02-10,0.02472568518424434,-0.06471044077794641,0.01452077717318967
2021-02-11,0.018208759276364006,-0.07254902233157923,0.01940931211306629
2021-02-12,-0.01014164505851689,-0.03624284931496746,0.00038615008366593706
2021-02-16,-0.045592726391947,-0.12754621480057116,-0.0016109134754567211
2021-02-17,0.08122812889543862,-0.02729885864642101,-0.025579031193886714
2021-02-18,0.13886679556040749,-0.0705317523188056,0.0004443675811731662
2021-02-19,0.026066492351449755,0.1521652726299867,0.010205780357865235
2021-02-22,-0.04888274928386238,-0.03448275862068961,-0.06363625617135937
2021-02-23,0.00976684307668596,-0.044642857142857095,-0.007284079794388054
2021-02-24,0.03556376573125375,-0.013457966742114524,-0.03479580226450707
